order_id,customer_id,order_date,revenue,product_category,country,email,age
45,,2023-09-22,37.1,elecronics,Russia,,39.0
46,28.0,10/14/2023,256.44,BOOKS,Германия,user506@,54.0
47,39.0,2023-01-07,116.02,elecronics,America,user233gmail.com,51.0
48,236.0,10.9.2023,88.42,Книги,Russian Federation,,65.0
49,95.0,2023-07-03,51.37,electronics,США,user4@gmail.com,19.0
50,26.0,13.12.2023,75.86,BEAUTY ,,user559gmail.com,28.0
51,259.0,2023-06-18,76.48,Одежда,RUSSIA,,-5.0
52,38.0,17.5.2023,224.64,cloting,RUSSIA,user588@gmail.com,46.0
53,229.0,неизвестно,206.26,elecronics,GERMANY,user402@,32.0
54,145.0,2023-07-02,52.73,CLOTHING,russia,user179gmail.com,46.0
55,231.0,4.6.2023,60.08,elecronics,RUSSIA,user517gmail.com,48.0
56,216.0,неизвестно,84.19,books,GERMANY,user95@,60.0
57,148.0,10.8.2023,285.24,books,GERMANY,user616@gmail.com,60.0
58,133.0,,189.88,beuty,germany,user726@,38.0
59,182.0,2023-01-22,35.33,cloting,America,user313gmail.com,42.0
60,294.0,7/18/2023,29.2,beuty,USA,user180@gmail.com,39.0
61,49.0,2023-04-09,299.12,beauty,USA,user141@,49.0
62,286.0,18.1.2023,143.41,Красота,Russian Federation,user947@gmail.com,20.0
63,162.0,неизвестно,262.76,Одежда,Russia,user835@,64.0
64,51.0,2023-12-15,188.9,bokks,США,,65.0
65,263.0,2023-07-21,138.0,electronics,Russia,user916@,40.0
66,,неизвестно,142.12,books,russia,invalid_email,63.0
67,224.0,2023-02-19,132.71,cloting,США,user4gmail.com,54.0
68,,5/10/2023,202.4,books,America,user342@gmail.com,51.0
69,173.0,2023-10-21,66.56,BOOKS,Russia,user292@,57.0
70,164.0,2023-11-07,287.14,Eletronics,Russia,invalid_email,34.0
71,201.0,2/21/2023,217.38,Одежда,America,user803@,
72,102.0,12/19/2023,241.2,beauty,Германия,user592@,40.0
73,198.0,2023-02-25,207.58,,DE,user401gmail.com,31.0
74,7.0,2023-03-16,228.62,BEAUTY ,USA,user402gmail.com,41.0
75,188.0,,222.93,books,USA,invalid_email,35.0
76,108.0,7/3/2023,168.1,Электроника,USA,user814@gmail.com,33.0
77,239.0,2023-10-25,20.94,Книги,germany,user670gmail.com,18.0
78,73.0,2023-09-24,92.52,CLOTHING,USA,user302@,24.0
79,59.0,неизвестно,53.69,BOOKS,RUSSIA,user825@gmail.com,22.0
80,47.0,2023-09-03,164.27,Красота,,user160@,64.0
81,,неизвестно,94.37,cloting,russia,user738gmail.com,22.0
82,226.0,неизвестно,158.85,CLOTHING,RU,invalid_email,57.0
83,115.0,3/24/2023,225.49,beuty,DE,user353@,60.0
84,181.0,4/27/2023,264.12,beuty,America,,53.0
85,77.0,,111.4,cloting,,invalid_email,-5.0
86,74.0,2023-02-28,282.42,elecronics,Россия,invalid_email,18.0
87,120.0,18.2.2023,201.32,BEAUTY ,Germany,user7@gmail.com,68.0
88,26.0,2/4/2023,242.55,BOOKS,RUSSIA,user84@,61.0
89,,,131.33,Eletronics,russia,invalid_email,52.0
90,,2023-08-12,64.59,beauty,United States,user27gmail.com,61.0
91,,неизвестно,20.34,clothing,,invalid_email,39.0
92,117.0,8/8/2023,,Красота,germany,user166@,55.0
93,267.0,24.9.2023,159.69,BEAUTY ,Russia,user936gmail.com,50.0
94,77.0,неизвестно,76.24,Красота,Германия,invalid_email,20.0
95,9.0,2023-07-09,244.48,BOOK,USA,invalid_email,20.0
96,,неизвестно,89.19,Книги,GERMANY,invalid_email,49.0
97,82.0,3/22/2023,42.83,beuty,russia,user445@gmail.com,38.0
98,24.0,неизвестно,161.36,Красота,,invalid_email,53.0
99,262.0,3/19/2023,150.43,BOOK,Russia,invalid_email,61.0
100,2.0,,263.81,BOOK,germany,invalid_email,42.0
101,66.0,5.5.2023,291.55,BOOK,США,user707gmail.com,58.0
102,276.0,12.1.2023,189.55,BOOK,RU,user204@gmail.com,64.0
103,108.0,20.2.2023,34.48,ELECTRONICS,russia,user757@,31.0
104,276.0,,,Красота,USA,user495@,37.0
105,126.0,,65.47,ELECTRONICS,United States,,18.0
106,218.0,10.2.2023,235.19,Одежда,germany,user1@,65.0
107,90.0,неизвестно,262.6,BEAUTY,GERMANY,user585@gmail.com,55.0
108,102.0,6.2.2023,248.99,clothing,Германия,,50.0
109,291.0,неизвестно,3348.2468308046036,Одежда,germany,user974@gmail.com,65.0
110,117.0,,182.45,books,Россия,user43gmail.com,38.0
111,117.0,неизвестно,75.2,Книги,RUSSIA,,64.0
112,136.0,4/18/2023,166.29,clothing,Germany,user586@gmail.com,53.0
113,263.0,2023-12-24,,cloting,US,user10gmail.com,41.0
114,154.0,5.4.2023,206.91,Красота,Россия,user993gmail.com,61.0
115,119.0,,189.99,BOOKS,America,,52.0
116,146.0,10.6.2023,,bokks,Россия,,50.0
117,73.0,2023-11-06,38.93,Eletronics,Germany,user160gmail.com,20.0
118,130.0,неизвестно,150.26,Одежда,Germany,,33.0
119,158.0,2023-07-16,2203.41243341302,Одежда,russia,invalid_email,
120,248.0,неизвестно,91.97,Одежда,USA,invalid_email,31.0
121,151.0,2/9/2023,105.55,BEAUTY ,Россия,user262@,54.0
122,12.0,2023-10-06,263.06,CLOTHING,russia,user848@gmail.com,
123,206.0,неизвестно,154.22,ELECTRONICS,Россия,,23.0
124,117.0,8/21/2023,173.87,Книги,germany,invalid_email,
125,,12/23/2023,148.74,electronics,США,user690@gmail.com,38.0
126,190.0,7.12.2023,85.14,BEAUTY ,Россия,user422gmail.com,52.0
127,92.0,,57.47,CLOTHING,Германия,user650gmail.com,30.0
128,,5/21/2023,50.73,BOOKS,Россия,invalid_email,46.0
129,42.0,,204.43,cloting,Russia,,57.0
130,203.0,8/27/2023,146.17,Книги,RU,,
131,109.0,24.3.2023,4826.0055931979205,Одежда,germany,user436@,60.0
132,261.0,6/15/2023,235.38,cloting,RUSSIA,user463@gmail.com,58.0
133,119.0,10/21/2023,156.08,BEAUTY,RUSSIA,user523@gmail.com,42.0
134,124.0,9/18/2023,75.29,bokks,,user917gmail.com,66.0
135,18.0,,223.98,clothing,Germany,user256@,30.0
136,29.0,,161.64,books,GERMANY,,36.0
137,30.0,неизвестно,149.24,BEAUTY,United States,user261@,49.0
138,10.0,,119.51,Книги,US,user932gmail.com,
139,14.0,2023-02-21,105.57,beuty,RU,,52.0
140,230.0,,1713.4903372293193,,Russian Federation,user942@gmail.com,24.0
141,14.0,24.5.2023,188.98,electronics,,,48.0
142,19.0,,44.81,BEAUTY ,,user763@,50.0
143,260.0,неизвестно,255.14,BOOKS,USA,,67.0
144,107.0,2023-06-13,35.72,Электроника,germany,,22.0
145,90.0,неизвестно,238.46,elecronics,Russian Federation,invalid_email,37.0
146,36.0,,93.28,Электроника,germany,user906gmail.com,26.0
147,184.0,20.2.2023,135.11,clothing,Russian Federation,user978@,24.0
148,154.0,неизвестно,294.27,Eletronics,russia,user599@gmail.com,29.0
149,161.0,5/4/2023,172.63,electronics,США,user681@gmail.com,23.0
150,5.0,6/16/2023,148.85,clothing,Germany,invalid_email,68.0
151,32.0,,165.43,Одежда,Германия,user604@,45.0
152,66.0,2023-08-03,49.53,BEAUTY ,США,user307@,41.0
153,297.0,неизвестно,74.84,bokks,United States,invalid_email,33.0
154,259.0,18.11.2023,71.58,Eletronics,DE,user260@,63.0
155,129.0,,66.47,CLOTHING,RU,invalid_email,22.0
156,265.0,неизвестно,296.66,electronics,Германия,,29.0
157,277.0,неизвестно,59.75,cloting,Германия,user338@gmail.com,34.0
158,139.0,3.1.2023,212.17,BOOK,USA,invalid_email,20.0
159,294.0,,282.73,books,,invalid_email,50.0
160,219.0,27.2.2023,173.06,Электроника,germany,user507@gmail.com,
161,150.0,2023-03-14,25.04,clothing,germany,invalid_email,64.0
162,120.0,,23.47,BEAUTY ,germany,user203@gmail.com,21.0
163,264.0,9/14/2023,168.77,beauty,DE,user35@,38.0
164,276.0,,274.7,elecronics,russia,user977@gmail.com,57.0
165,76.0,2023-03-26,144.67,beuty,Россия,invalid_email,20.0
166,194.0,11/23/2023,269.61,Красота,,user780gmail.com,59.0
167,93.0,,98.59,beauty,GERMANY,user701@gmail.com,
168,90.0,,32.43,cloting,US,user344@gmail.com,56.0
169,39.0,,280.24,Книги,Russia,invalid_email,62.0
170,240.0,2023-10-07,20.59,Книги,Германия,invalid_email,47.0
171,82.0,,39.88,beuty,Германия,,28.0
172,210.0,22.9.2023,53.76,electronics,Russian Federation,user912gmail.com,52.0
173,213.0,2023-09-23,258.52,elecronics,russia,,61.0
174,195.0,неизвестно,269.1,elecronics,Russia,invalid_email,18.0
175,148.0,10.12.2023,-44.72870526056043,BOOKS,,,29.0
176,31.0,неизвестно,293.69,Электроника,США,user666@,44.0
177,262.0,15.5.2023,287.66,Eletronics,russia,user646gmail.com,30.0
178,126.0,неизвестно,294.43,cloting,,,59.0
179,109.0,26.1.2023,252.59,elecronics,Russia,,28.0
180,273.0,28.2.2023,76.37,Одежда,RU,user164@,51.0
181,173.0,неизвестно,36.17,BEAUTY ,US,user558@gmail.com,61.0
182,70.0,4/6/2023,189.61,beuty,,user974@,64.0
183,163.0,2023-08-20,3560.793246238495,ELECTRONICS,United States,user806@,63.0
184,208.0,6/22/2023,103.83,BEAUTY,Germany,user664@,64.0
185,264.0,1/8/2023,253.56,ELECTRONICS,Германия,,18.0
186,194.0,2023-02-14,,BOOKS,russia,invalid_email,62.0
187,123.0,8/17/2023,34.06,electronics,GERMANY,invalid_email,40.0
188,55.0,22.7.2023,294.11,beuty,,user23gmail.com,69.0
189,14.0,12/14/2023,165.65,Книги,United States,user12gmail.com,28.0
190,49.0,2023-01-26,270.8,Красота,United States,invalid_email,28.0
191,107.0,9.11.2023,284.04,beuty,,invalid_email,40.0
192,217.0,7/21/2023,233.09,beauty,Россия,user431@gmail.com,29.0
193,101.0,неизвестно,197.64,Электроника,Germany,user873@gmail.com,53.0
194,16.0,2023-09-06,209.79,Книги,GERMANY,invalid_email,61.0
195,28.0,2023-04-21,51.22,,Germany,,39.0
196,138.0,25.3.2023,22.78,BOOKS,Россия,user378@gmail.com,64.0
197,92.0,12/27/2023,122.97,Eletronics,Russian Federation,,24.0
198,126.0,неизвестно,2199.2021102609433,elecronics,GERMANY,user623@,50.0
199,45.0,4.8.2023,155.54,BOOK,Germany,user218@gmail.com,37.0
200,143.0,неизвестно,193.53,,GERMANY,,48.0
201,49.0,неизвестно,36.98,bokks,,invalid_email,50.0
202,226.0,,280.02,Красота,germany,user909@,61.0
203,108.0,2023-01-16,204.55,cloting,DE,user252@,28.0
204,274.0,23.7.2023,,books,RUSSIA,,25.0
205,8.0,неизвестно,65.56,Красота,Germany,invalid_email,59.0
206,216.0,12/8/2023,140.04,Электроника,Germany,invalid_email,44.0
207,129.0,2023-07-17,36.16,clothing,germany,invalid_email,35.0
208,114.0,2023-10-26,81.84,cloting,RU,user193gmail.com,21.0
209,139.0,21.3.2023,140.43,clothing,United States,invalid_email,67.0
210,221.0,2023-03-16,39.32,BOOK,russia,user707@,51.0
211,24.0,4/3/2023,101.21,Книги,RU,user863@gmail.com,-5.0
212,138.0,,,BOOK,Россия,user38@,22.0
213,30.0,,123.86,BOOK,Россия,,33.0
214,287.0,10/27/2023,195.96,beauty,Россия,user560@gmail.com,66.0
215,217.0,4.1.2023,220.01,CLOTHING,Russia,,58.0
216,141.0,неизвестно,223.58,BOOK,GERMANY,user183@gmail.com,49.0
217,43.0,неизвестно,256.12,elecronics,Russian Federation,user945@,33.0
218,13.0,19.12.2023,209.6,books,RUSSIA,user376@gmail.com,20.0
219,83.0,18.4.2023,100.54,BOOKS,RU,user283@gmail.com,22.0
220,59.0,2023-02-16,77.51,clothing,Россия,user84@,37.0
221,202.0,2023-09-08,291.79,Eletronics,US,invalid_email,29.0
222,266.0,9/3/2023,291.19,BOOKS,USA,invalid_email,61.0
223,290.0,6.11.2023,107.61,elecronics,RUSSIA,user65@,32.0
224,48.0,,210.43,ELECTRONICS,,user301@gmail.com,27.0
225,237.0,6/16/2023,111.57,BEAUTY ,Германия,user605@,
226,273.0,25.9.2023,75.8,BOOK,Германия,,28.0
227,161.0,16.2.2023,127.32,elecronics,GERMANY,user686gmail.com,44.0
228,179.0,1/9/2023,262.25,ELECTRONICS,RU,user568@,60.0
229,230.0,8/4/2023,137.43,BOOKS,GERMANY,,
230,129.0,14.6.2023,64.93,Eletronics,,user860gmail.com,37.0
231,69.0,2023-04-12,119.93,BEAUTY ,GERMANY,,59.0
232,97.0,2023-05-09,166.05,Eletronics,America,user76@,
233,239.0,,157.03,Книги,,user616gmail.com,47.0
234,289.0,2023-11-10,183.0,electronics,US,user11@,41.0
235,137.0,2023-01-19,77.03,electronics,GERMANY,,66.0
236,295.0,1/7/2023,236.44,clothing,Russia,user529@,32.0
237,282.0,неизвестно,230.74,BEAUTY,US,user499@gmail.com,36.0
238,271.0,11.5.2023,,BEAUTY,RUSSIA,invalid_email,32.0
239,49.0,,84.83,,russia,user694@,69.0
240,,27.11.2023,196.96,electronics,Германия,user48@gmail.com,62.0
241,209.0,5.3.2023,74.59,CLOTHING,,user991@,59.0
242,62.0,12/10/2023,184.78,Одежда,GERMANY,invalid_email,33.0
243,2.0,12/19/2023,96.14,CLOTHING,Германия,,45.0
244,110.0,,237.5,BOOK,Россия,invalid_email,50.0
245,257.0,,88.15,Eletronics,germany,user690@gmail.com,57.0
246,104.0,,181.48,CLOTHING,DE,user652@,27.0
247,,3.1.2023,133.68,BEAUTY,russia,user166gmail.com,32.0
248,3.0,,297.39,beuty,США,user573@,40.0
249,110.0,7/28/2023,294.71,elecronics,,user170@gmail.com,35.0
250,182.0,8/23/2023,200.39,cloting,America,invalid_email,39.0
251,209.0,,26.99,BOOKS,Германия,invalid_email,43.0
252,293.0,2023-06-02,119.38,BEAUTY ,United States,user29@gmail.com,33.0
253,235.0,,244.02,cloting,russia,user212gmail.com,25.0
254,222.0,неизвестно,207.41,,germany,invalid_email,67.0
255,52.0,,52.04,books,United States,,56.0
256,125.0,,61.14,CLOTHING,RUSSIA,invalid_email,55.0
257,128.0,12.12.2023,105.81,,RUSSIA,user777@gmail.com,57.0
258,106.0,,74.65,Красота,GERMANY,invalid_email,24.0
259,48.0,7/7/2023,75.0,beauty,,,48.0
260,39.0,2023-11-06,259.19,Электроника,GERMANY,,23.0
261,99.0,3/27/2023,114.54,BEAUTY ,US,user766gmail.com,21.0
262,,2/17/2023,148.33,BOOK,GERMANY,user920gmail.com,25.0
263,111.0,13.7.2023,4090.065144317616,BEAUTY,RUSSIA,user758@gmail.com,67.0
264,94.0,11/21/2023,83.49,BOOK,US,,
265,137.0,2023-12-03,150.39,Книги,germany,user72@,57.0
266,139.0,17.1.2023,280.16,CLOTHING,Russian Federation,user192@,52.0
267,149.0,2.8.2023,209.98,CLOTHING,RUSSIA,user293@,66.0
268,58.0,,3864.199892968578,cloting,Россия,user494@,57.0
269,284.0,2023-10-18,282.92,Красота,Россия,user934@gmail.com,48.0
270,142.0,,151.87,,US,user916gmail.com,20.0
271,113.0,12.9.2023,267.68,BEAUTY ,Germany,user471@gmail.com,20.0
272,116.0,,157.99,bokks,Германия,user302@gmail.com,60.0
273,91.0,5/28/2023,135.04,,,,54.0
274,237.0,,215.92,beuty,США,user108gmail.com,45.0
275,103.0,5/24/2023,213.76,Одежда,RU,user111@gmail.com,38.0
276,22.0,13.8.2023,63.69,CLOTHING,,user429@,32.0
277,283.0,,53.22,beauty,RUSSIA,user815gmail.com,67.0
278,273.0,2023-07-12,205.3,beauty,russia,user612@,57.0
279,145.0,18.1.2023,170.58,Eletronics,DE,user836@,21.0
280,284.0,,291.23,cloting,USA,invalid_email,33.0
281,230.0,2/5/2023,270.21,Eletronics,Russian Federation,invalid_email,49.0
282,271.0,9/5/2023,176.63,,США,invalid_email,36.0
283,214.0,22.1.2023,297.29,Электроника,US,user316@gmail.com,26.0
284,83.0,,136.81,electronics,GERMANY,user248@gmail.com,63.0
285,127.0,2023-09-14,85.8,Книги,USA,user721gmail.com,28.0
286,243.0,3/21/2023,107.84,BOOK,DE,,
287,283.0,неизвестно,82.81,elecronics,United States,invalid_email,29.0
288,151.0,7/13/2023,155.63,BOOK,germany,user787gmail.com,69.0
289,281.0,неизвестно,251.66,Книги,RUSSIA,,64.0
290,231.0,19.6.2023,208.47,elecronics,RU,user638@,46.0
291,77.0,9/10/2023,118.51,Электроника,RUSSIA,user884gmail.com,49.0
292,245.0,24.1.2023,166.61,books,,user225@gmail.com,24.0
293,280.0,неизвестно,208.67,Книги,russia,user490@,33.0
294,,неизвестно,213.86,Одежда,Russia,user361gmail.com,62.0
295,242.0,27.9.2023,135.18,cloting,Germany,user858@gmail.com,
296,124.0,неизвестно,290.28,BOOK,Germany,,63.0
297,146.0,10/12/2023,223.51,BEAUTY,Россия,user440@gmail.com,55.0
298,123.0,5.4.2023,31.89,books,DE,,61.0
299,44.0,5/13/2023,103.66,BOOKS,Russia,user245@gmail.com,40.0
300,251.0,неизвестно,173.68,electronics,GERMANY,user837@gmail.com,61.0
301,75.0,22.10.2023,109.61,BOOK,Russia,invalid_email,68.0
302,188.0,5.11.2023,245.15,beuty,Russian Federation,,45.0
303,43.0,8.4.2023,103.46,Книги,US,user211@,31.0
304,,11/11/2023,90.65,CLOTHING,,user577@,64.0
305,267.0,,114.44,beuty,RU,user46@gmail.com,69.0
306,75.0,2023-07-14,241.2,Красота,США,user367@gmail.com,53.0
307,35.0,неизвестно,132.2,BOOK,germany,user947gmail.com,69.0
308,87.0,2023-10-07,153.68,clothing,DE,user742@,51.0
309,,неизвестно,186.66,cloting,russia,user920@,60.0
310,146.0,неизвестно,141.18,elecronics,RU,user551gmail.com,47.0
311,203.0,12/12/2023,283.45,ELECTRONICS,GERMANY,user44@,54.0
312,,1/10/2023,,cloting,Germany,user161@,69.0
313,,неизвестно,127.3,Eletronics,Russia,user955gmail.com,21.0
314,93.0,12/6/2023,,BEAUTY,germany,invalid_email,62.0
315,215.0,,206.63,BOOK,USA,user879@,32.0
316,111.0,,74.37,BOOK,Россия,,20.0
317,15.0,9/22/2023,284.87,bokks,United States,user369gmail.com,43.0
318,279.0,6.5.2023,175.32,Красота,Германия,invalid_email,
319,6.0,,243.3,electronics,America,invalid_email,28.0
320,26.0,,293.9,beuty,Germany,invalid_email,69.0
321,177.0,,173.6,Книги,DE,,39.0
322,232.0,,207.38,BOOKS,США,,50.0
323,103.0,13.12.2023,,,USA,user340@,62.0
324,21.0,8/16/2023,275.35,beauty,US,user537gmail.com,55.0
325,75.0,8/3/2023,195.19,beauty,GERMANY,invalid_email,60.0
326,226.0,,275.65,ELECTRONICS,America,invalid_email,42.0
327,134.0,,44.58,,America,invalid_email,48.0
328,,2023-09-26,268.13,Eletronics,Германия,,27.0
329,105.0,16.9.2023,-91.29012646102366,,GERMANY,invalid_email,26.0
330,130.0,неизвестно,281.67,bokks,RU,user89gmail.com,62.0
331,13.0,7/28/2023,139.69,BEAUTY ,RU,invalid_email,33.0
332,15.0,2023-12-23,199.64,beuty,,user111@,69.0
333,273.0,,61.07,Красота,Russian Federation,user285@gmail.com,68.0
334,284.0,11.6.2023,2781.638084423147,BEAUTY,USA,user328@,24.0
335,157.0,неизвестно,260.71,ELECTRONICS,DE,user230@gmail.com,50.0
336,165.0,2023-11-17,218.63,Электроника,germany,,41.0
337,50.0,6/27/2023,89.66,BOOK,GERMANY,,
338,1.0,12/14/2023,266.38,CLOTHING,germany,user347gmail.com,47.0
339,85.0,,201.65,beauty,США,user848gmail.com,47.0
340,69.0,неизвестно,2505.659850082776,Eletronics,United States,user713@gmail.com,39.0
341,278.0,7/6/2023,84.92,ELECTRONICS,Россия,user82@,45.0
342,228.0,неизвестно,73.17,beauty,GERMANY,,59.0
343,146.0,26.2.2023,296.33,Одежда,Russian Federation,invalid_email,60.0
344,9.0,15.12.2023,,BEAUTY ,Russian Federation,user840@gmail.com,24.0
345,185.0,неизвестно,273.48,beuty,US,user610gmail.com,31.0
346,207.0,24.7.2023,73.24,BEAUTY ,Russian Federation,user933@gmail.com,61.0
347,54.0,12/1/2023,,clothing,Germany,user327gmail.com,31.0
348,96.0,2.10.2023,203.32,cloting,Russia,user751gmail.com,62.0
349,23.0,7/15/2023,70.15,Eletronics,RUSSIA,,40.0
350,97.0,2023-09-23,278.74,cloting,Russia,user270gmail.com,53.0
351,209.0,2023-10-19,188.26,cloting,Германия,user574@gmail.com,19.0
352,114.0,,,ELECTRONICS,США,user101@,41.0
353,120.0,2023-01-24,-53.54741969778803,cloting,Россия,user273gmail.com,28.0
354,183.0,,66.54,Eletronics,GERMANY,user82@gmail.com,
355,47.0,12.9.2023,264.34,BEAUTY ,germany,,36.0
356,76.0,2023-08-03,242.3,clothing,germany,,42.0
357,144.0,8/7/2023,229.82,BOOKS,germany,user199@gmail.com,69.0
358,2.0,неизвестно,218.04,electronics,Germany,invalid_email,
359,205.0,2023-12-02,224.75,electronics,Россия,user784gmail.com,30.0
360,278.0,12/20/2023,152.56,BEAUTY,Russian Federation,user565@,22.0
361,192.0,26.5.2023,75.02,beauty,United States,user889gmail.com,31.0
362,266.0,неизвестно,250.06,beauty,,user735@,59.0
363,106.0,,278.33,beauty,America,,29.0
364,8.0,11/28/2023,72.02,,Germany,user526gmail.com,67.0
365,20.0,2023-01-26,114.17,CLOTHING,,user294@,23.0
366,39.0,2023-11-18,87.15,,germany,user938gmail.com,51.0
367,232.0,,90.25,BOOK,Russia,user596@,35.0
368,88.0,,298.11,electronics,Россия,user161@gmail.com,54.0
369,279.0,22.1.2023,68.14,BEAUTY,RU,,57.0
370,250.0,неизвестно,260.99,books,RUSSIA,user997gmail.com,40.0
371,188.0,2023-05-13,56.76,Красота,Германия,invalid_email,65.0
372,198.0,2023-04-11,146.08,Книги,GERMANY,,21.0
373,159.0,,-44.391961794338904,BEAUTY,Russia,,52.0
374,226.0,,47.78,CLOTHING,Россия,user181@gmail.com,27.0
375,,,287.28,Красота,DE,invalid_email,26.0
376,146.0,3.9.2023,190.3,Книги,Германия,invalid_email,18.0
377,218.0,2023-11-27,24.66,CLOTHING,Россия,invalid_email,
378,247.0,11.2.2023,170.12,Книги,Германия,invalid_email,66.0
379,242.0,неизвестно,265.77,BEAUTY ,Германия,,54.0
380,45.0,4/4/2023,22.67,elecronics,RUSSIA,user325gmail.com,56.0
381,10.0,28.3.2023,198.06,beauty,US,user145@gmail.com,57.0
382,63.0,4.2.2023,4047.559577509936,ELECTRONICS,США,invalid_email,18.0
383,219.0,,34.14,CLOTHING,RU,user632@gmail.com,18.0
384,277.0,9.8.2023,92.46,BEAUTY ,Germany,user981@,26.0
385,,3/19/2023,283.86,cloting,,invalid_email,35.0
386,251.0,2023-07-04,36.17,elecronics,US,,29.0
387,286.0,3.7.2023,238.9,Электроника,GERMANY,,64.0
388,96.0,неизвестно,217.95,clothing,,user82gmail.com,55.0
389,201.0,3.2.2023,290.65,books,RUSSIA,invalid_email,32.0
390,1.0,2023-12-10,292.97,Красота,RUSSIA,invalid_email,58.0
391,252.0,23.7.2023,227.08,electronics,Germany,user78gmail.com,20.0
392,74.0,3.12.2023,265.75,,USA,user52@,44.0
393,277.0,неизвестно,104.92,BEAUTY,russia,user479@gmail.com,31.0
394,,2023-04-08,237.76,electronics,США,user367@,29.0
395,84.0,,276.23,ELECTRONICS,United States,,200.0
396,11.0,,34.33,BOOKS,GERMANY,user839@gmail.com,51.0
397,199.0,2023-11-06,246.23,BEAUTY ,Германия,,67.0
398,274.0,,94.23,BEAUTY,Germany,user225@,30.0
399,92.0,,108.41,Книги,USA,user565@,51.0
400,224.0,3/9/2023,142.29,Электроника,США,user442@,48.0
401,66.0,4.11.2023,170.97,clothing,Russia,invalid_email,35.0
402,69.0,2023-02-02,107.26,beauty,Германия,user689gmail.com,38.0
403,230.0,неизвестно,48.71,BEAUTY,RU,,38.0
404,155.0,10/27/2023,144.92,clothing,Russian Federation,,63.0
405,249.0,,183.08,BEAUTY,Россия,,57.0
406,102.0,неизвестно,171.58,Книги,,,53.0
407,58.0,9/9/2023,71.55,Электроника,Russian Federation,,40.0
408,150.0,,25.37,ELECTRONICS,GERMANY,user495@,39.0
409,24.0,3/24/2023,200.86,BOOK,DE,user994@,21.0
410,75.0,2/7/2023,148.19,books,USA,,24.0
411,276.0,5/4/2023,39.89,elecronics,DE,,60.0
412,181.0,неизвестно,119.14,cloting,RUSSIA,invalid_email,43.0
413,188.0,9.1.2023,294.39,Электроника,USA,invalid_email,54.0
414,140.0,,233.4,,America,,53.0
415,9.0,2023-02-14,210.56,elecronics,,user720@,59.0
416,210.0,4/26/2023,4221.984184128977,Книги,Россия,invalid_email,51.0
417,69.0,,48.04,books,russia,user474@gmail.com,63.0
418,179.0,,25.19,cloting,Germany,user31gmail.com,22.0
